time_of_day,is_walking,is_gps_moving,movement_speed_kmh,playback_duration_minutes,is_repeated_playback,current_signal,is_weak_signal,sig_hist_t_1,sig_hist_t_2,sig_hist_t_3,sig_hist_t_4,sig_hist_t_5,disconnect_probability,label_will_disconnect
11,0,0,0.0,9.409460185947786,0,3,0,3,3,3,3,3,0.1757482133092473,0
15,0,0,0.0,0.5,0,3,0,3,3,3,3,3,0.16575214472112648,0
6,0,0,0.0,1.5323346768629453,0,3,0,3,3,3,3,3,0.1061219397575366,0
5,0,0,0.0,5.079528269564581,0,3,0,3,3,3,3,3,0.15114762844219543,0
4,0,0,0.0,6.0886435467860505,0,3,0,3,3,3,3,3,0.15637011221557034,0
2,0,0,0.0,18.440248346522885,1,3,0,3,3,3,3,3,0.26315865926636317,0
11,0,1,25.0,2.8239310095478403,0,2,0,3,3,3,3,3,0.4152180886976488,0
14,0,0,0.0,23.827834638259212,0,2,0,2,3,3,3,3,0.2661043928520768,0
9,1,1,4.881374655190189,24.2018065226614,0,2,0,2,2,3,3,3,0.5798920740819145,0
19,0,0,0.0,13.265974517610836,0,2,0,2,2,2,3,3,0.36737632483656313,0
18,0,0,0.0,10.144248267473126,1,2,0,2,2,2,2,3,0.2945705071112107,0
15,0,0,0.0,9.449737445293003,0,2,0,2,2,2,2,2,0.3672769091837032,0
10,1,1,5.3731073182497004,8.184857524166834,1,2,0,2,2,2,2,2,0.5896671775569208,0
7,0,0,0.0,1.391188497024719,1,1,1,2,2,2,2,2,0.42245867514397095,0
2,0,0,0.0,15.982459989314048,0,1,1,1,2,2,2,2,0.470012506138007,0
22,0,0,0.0,12.916270363403143,0,1,1,1,1,2,2,2,0.38125858417701886,0
6,1,1,3.3997783209743226,0.5,0,1,1,1,1,1,2,2,0.8233541710660698,1
22,0,0,0.0,3.397784226157753,0,1,1,1,1,1,1,2,0.588840147163216,0
6,0,0,0.0,8.599142653548592,0,1,1,1,1,1,1,1,0.5643881874258412,0
13,0,0,0.0,34.73623314136384,1,2,0,1,1,1,1,1,0.3943976903282377,0
1,0,0,0.0,69.50164825429451,0,2,0,2,1,1,1,1,0.3519633122873356,0
9,0,1,25.0,20.874205546858597,0,1,1,2,2,1,1,1,0.7717599653271935,1
18,0,0,0.0,20.754973247521136,1,2,0,1,2,2,1,1,0.46043972446161846,0
8,0,0,0.0,8.049194464455896,0,2,0,2,1,2,2,1,0.35738525347233435,0
15,0,0,0.0,12.692735605575066,0,2,0,2,2,1,2,2,0.3630130928261211,0
18,0,0,0.0,3.9754508589724122,0,2,0,2,2,2,1,2,0.3110385152538724,0
17,0,0,0.0,20.09986585917722,1,1,1,2,2,2,2,1,0.4267061016022367,0
8,0,0,0.0,0.9246950614775676,0,2,0,1,2,2,2,2,0.3451594079491912,0
15,1,1,4.995278243900874,8.099859028109464,0,1,1,2,1,2,2,2,0.7685620809419609,1
12,1,1,5.52732835531204,26.699972768111067,0,0,1,1,2,1,2,2,0.8609883165236444,1
9,0,0,0.0,58.575408475350784,0,0,1,0,1,2,1,2,0.5553758316544759,0
19,1,1,4.6147178593699545,17.88850216601866,0,0,1,0,0,1,2,1,0.99416836532461,1
13,0,0,0.0,3.2959714476473945,0,0,1,0,0,0,1,2,0.6484345485902481,0
11,1,1,6.462961279559977,12.697046989407042,0,0,1,0,0,0,0,1,1.0,1
18,0,0,0.0,12.332204522407505,0,1,1,0,0,0,0,0,0.5895951419889603,0
6,0,1,25.0,50.61758348726347,0,0,1,1,0,0,0,0,0.9637915596832569,1
22,0,0,0.0,27.506236244293607,0,0,1,0,1,0,0,0,0.679838325560954,1
14,0,0,0.0,0.7537991539709883,0,0,1,0,0,1,0,0,0.7215549786293614,1
15,0,0,0.0,3.7287126978907446,0,0,1,0,0,0,1,0,0.7497444669032849,1
7,0,0,0.0,27.670182627333688,0,1,1,0,0,0,0,1,0.5603182802773299,0
9,0,0,0.0,53.88828776952263,0,0,1,1,0,0,0,0,0.6983655723087979,1
3,0,0,0.0,5.23638939819565,0,0,1,0,1,0,0,0,0.556626454818412,0
18,0,0,0.0,17.603051581178587,0,0,1,0,0,1,0,0,0.6338726143018519,0
18,0,0,0.0,5.5182452109836895,1,0,1,0,0,0,1,0,0.6947961405162985,1
20,1,1,5.052509463924492,0.6294772803367945,0,1,1,0,0,0,0,1,0.7676053946919573,1
14,0,0,0.0,26.533577003396758,0,1,1,1,0,0,0,0,0.6138643917023587,0
13,1,1,4.565393753887663,20.13988102510479,0,0,1,1,1,0,0,0,0.8678467621495455,1
0,0,0,0.0,0.8216469173671676,0,0,1,0,1,1,0,0,0.7177357189936836,1
15,0,0,0.0,2.3579173904726702,0,0,1,0,0,1,1,0,0.7330364645601927,1
9,0,0,0.0,115.03197119370853,1,0,1,0,0,0,1,1,0.5381284045210752,0
18,0,0,0.0,15.779994216922317,0,0,1,0,0,0,0,1,0.6733440690269455,1
21,0,1,25.0,24.173914096785175,0,1,1,0,0,0,0,0,0.8300193032560046,1
2,0,0,0.0,7.380677573901289,0,1,1,1,0,0,0,0,0.5962703395795319,0
4,0,0,0.0,10.95484597682684,0,2,0,1,1,0,0,0,0.4277839589318622,0
8,0,0,0.0,14.5090891907211,0,3,0,2,1,1,0,0,0.3051009673563823,0
17,0,0,0.0,24.600048509238352,0,3,0,3,2,1,1,0,0.3271764096481283,0
10,0,0,0.0,6.207897833498339,1,3,0,3,3,2,1,1,0.31184738950884716,0
15,1,1,5.028307133477039,16.73314786754805,0,2,0,3,3,3,2,1,0.4306530352249082,0
1,0,0,0.0,22.418741573079274,0,2,0,2,3,3,3,2,0.3742532938297952,0
11,1,1,4.048826489901874,24.531536576426358,1,1,1,2,2,3,3,3,0.776945508489601,1
21,0,0,0.0,10.374459543137856,0,1,1,1,2,2,3,3,0.4306065997216789,0
5,0,0,0.0,9.618679781424655,0,1,1,1,1,2,2,3,0.383663806912529,0
10,0,1,25.0,1.6561458011289765,0,0,1,1,1,1,2,2,0.8346924253484908,1
7,0,0,0.0,10.329114323975327,0,0,1,0,1,1,1,2,0.6202795118027267,0
11,0,0,0.0,18.156576572936455,0,0,1,0,0,1,1,1,0.5149611678580803,0
1,0,0,0.0,37.99658440118895,1,0,1,0,0,0,1,1,0.6738701304724382,1
8,0,0,0.0,2.006392740170143,0,0,1,0,0,0,0,1,0.6293332819692399,0
14,0,0,0.0,52.051124326871324,0,0,1,0,0,0,0,0,0.7501174661751919,1
1,0,0,0.0,4.0000141884068565,0,1,1,0,0,0,0,0,0.5657896603967744,0
0,0,0,0.0,2.9013307337905796,0,1,1,1,0,0,0,0,0.47652035572321383,0
9,0,0,0.0,1.8243418025741356,0,1,1,1,1,0,0,0,0.5731437790975498,0
1,0,0,0.0,69.28362192592841,0,2,0,1,1,1,0,0,0.4296497697421261,0
11,0,0,0.0,12.349470553266345,0,2,0,2,1,1,1,0,0.39665963640588536,0
22,1,1,3.517306618834382,4.732994563545652,0,2,0,2,2,1,1,1,0.6418924835582442,0
7,0,0,0.0,5.7306426939716415,0,2,0,2,2,2,1,1,0.32340258611675826,0
4,0,0,0.0,45.01755860894704,0,2,0,2,2,2,2,1,0.4185758766601755,0
21,0,0,0.0,34.534046802940175,0,2,0,2,2,2,2,2,0.3501101110555346,0
0,0,0,0.0,6.461364868395987,0,2,0,2,2,2,2,2,0.3722341131277127,0
14,0,0,0.0,0.9854551452716933,0,2,0,2,2,2,2,2,0.4004175440592058,0
5,0,0,0.0,26.893418336195065,1,2,0,2,2,2,2,2,0.27177652078496306,0
11,1,1,2.9219460426761907,36.87492742697912,0,2,0,2,2,2,2,2,0.5253778440486868,0
7,0,0,0.0,27.25923503848421,0,2,0,2,2,2,2,2,0.3609152482812881,0
12,0,0,0.0,36.624135111161884,0,2,0,2,2,2,2,2,0.33405131171223784,0
18,0,0,0.0,12.866861871556884,0,3,0,2,2,2,2,2,0.20762846908880536,0
0,0,0,0.0,27.456773761966932,0,2,0,3,2,2,2,2,0.3520566371794985,0
10,0,0,0.0,43.21247419223045,0,2,0,2,3,2,2,2,0.38470958502374714,0
19,0,1,25.0,33.09593436356884,0,2,0,2,2,3,2,2,0.5454752557084408,0
0,0,0,0.0,13.271014442383112,0,2,0,2,2,2,3,2,0.39315949759176216,0
7,0,0,0.0,20.587707454208967,0,1,1,2,2,2,2,3,0.4273614078579739,0
4,0,0,0.0,19.16444914239355,0,0,1,1,2,2,2,2,0.6127647093359754,0
16,1,1,5.082882846400898,24.36558072586621,0,0,1,0,1,2,2,2,0.8808255181107228,1
7,0,0,0.0,3.8980805656749027,0,0,1,0,0,1,2,2,0.5153763672598386,0
9,0,0,0.0,0.5,0,0,1,0,0,0,1,2,0.6934937642925346,1
1,0,0,0.0,10.697175021141895,1,0,1,0,0,0,0,1,0.5773216963077507,0
8,0,0,0.0,21.75774879823648,0,1,1,0,0,0,0,0,0.5090438000677959,0
23,0,0,0.0,2.005069703695943,0,2,0,1,0,0,0,0,0.4416541981194153,0
22,1,1,5.321239942532927,11.414557884592643,0,1,1,2,1,0,0,0,0.8399934178834522,1
2,0,0,0.0,5.662110236800334,0,2,0,1,2,1,0,0,0.30971542967227,0
17,0,0,0.0,27.32464489024964,0,2,0,2,1,2,1,0,0.36194122584777944,0
6,0,0,0.0,1.5846419909205725,1,2,0,2,2,1,2,1,0.4123598063026602,0
14,1,1,4.220855247541777,28.24766865927715,0,1,1,2,2,2,1,2,0.8017980665971173,1
20,0,1,25.0,14.15366498748571,0,1,1,1,2,2,2,1,0.7740044846220825,1
21,1,1,4.009226307389913,37.782167371291315,0,0,1,1,1,2,2,2,0.7854899847958261,1
19,0,0,0.0,41.14584014004187,0,0,1,0,1,1,2,2,0.5170896310320335,0
17,0,0,0.0,24.822601137332374,0,0,1,0,0,1,1,2,0.6383064847527675,0
2,0,0,0.0,11.328854753186562,0,1,1,0,0,0,1,1,0.6346737774756577,0
22,1,1,3.129575714505358,2.307043511678694,1,1,1,1,0,0,0,1,0.838048162879076,1
13,0,0,0.0,3.831590061968248,0,1,1,1,1,0,0,0,0.5408475341835385,0
23,0,0,0.0,8.112878690764502,1,1,1,1,1,1,0,0,0.5333058277338711,0
1,0,0,0.0,19.585732297156312,0,2,0,1,1,1,1,0,0.4547287643010326,0
13,1,1,2.5435577078774276,11.807063275887026,0,1,1,2,1,1,1,1,0.7557804399797172,1
21,1,1,6.041302747706965,8.65186674380077,1,2,0,1,2,1,1,1,0.6717264506158698,1
10,0,0,0.0,9.737940910663752,0,2,0,2,1,2,1,1,0.45240242570481504,0
15,1,1,6.946893779485791,20.29211439845083,0,2,0,2,2,1,2,1,0.5934850341078809,0
7,1,1,4.913510547995733,0.5244073927701605,0,3,0,2,2,2,1,2,0.4111832957881374,0
6,0,0,0.0,8.767915017737318,0,3,0,3,2,2,2,1,0.27833759537151637,0
10,0,0,0.0,12.754144825961568,1,2,0,3,3,2,2,2,0.3554984625183891,0
2,0,0,0.0,13.326973353025071,0,2,0,2,3,3,2,2,0.2921884268746036,0
16,1,1,3.7795332717640884,14.462024902041904,1,2,0,2,2,3,3,2,0.44529626202924794,0
13,1,1,5.08449710051792,0.8239626712399046,1,2,0,2,2,2,3,3,0.5280080899728822,0
5,0,0,0.0,12.244913271429251,0,2,0,2,2,2,2,3,0.32997472645595916,0
7,0,0,0.0,11.995940041469671,1,2,0,2,2,2,2,2,0.40468613818356775,0
21,0,0,0.0,28.95021192279031,0,2,0,2,2,2,2,2,0.28581790890524006,0
4,0,0,0.0,21.411564143217742,1,1,1,2,2,2,2,2,0.4643433040187827,0
7,0,0,0.0,0.5,1,0,1,1,2,2,2,2,0.6252553765393964,0
1,0,0,0.0,12.176101696952799,0,0,1,0,1,2,2,2,0.6064467074470788,0
14,1,1,6.27295223095099,17.613496777515294,1,0,1,0,0,1,2,2,0.9981088635049751,1
11,0,0,0.0,13.017624691704848,0,0,1,0,0,0,1,2,0.6785865543017155,1
16,1,1,4.729153985170717,16.922279601862783,0,0,1,0,0,0,0,1,0.961127684762222,1
0,0,0,0.0,1.8606083412794736,0,1,1,0,0,0,0,0,0.5306333132226695,0
14,1,1,4.303271660055038,2.7812488061442,0,0,1,1,0,0,0,0,1.0,1
13,0,0,0.0,13.110586843452936,0,0,1,0,1,0,0,0,0.663888062280003,1
19,0,0,0.0,24.193075569387613,0,0,1,0,0,1,0,0,0.6588510041015402,1
21,0,0,0.0,0.5,0,0,1,0,0,0,1,0,0.6839968174867157,1
15,0,0,0.0,8.596906136217603,0,0,1,0,0,0,0,1,0.6366643297901063,0
8,0,0,0.0,72.52581875535878,0,0,1,0,0,0,0,0,0.6160167490499475,0
0,0,0,0.0,21.770224088997608,0,0,1,0,0,0,0,0,0.7378169876120063,1
16,1,1,4.071344741185342,8.972642337597186,0,0,1,0,0,0,0,0,0.9782628546015312,1
12,0,0,0.0,1.547783694564383,0,0,1,0,0,0,0,0,0.5983839080975821,0
20,1,1,4.522168774153207,6.675160229740636,0,0,1,0,0,0,0,0,0.9999294562534085,1
20,0,0,0.0,2.516142958372986,0,1,1,0,0,0,0,0,0.5641255336163674,0
4,1,1,5.6724441828386105,38.0326958719324,0,1,1,1,0,0,0,0,0.8519954029405354,1
9,0,0,0.0,17.358455963446588,0,1,1,1,1,0,0,0,0.5561288386283508,0
5,0,1,25.0,29.03765417373244,0,0,1,1,1,1,0,0,0.892157702631832,1
23,0,0,0.0,34.16319641610827,1,1,1,0,1,1,1,0,0.48008358958478836,0
18,1,1,4.115299487663897,14.004980823788525,0,1,1,1,0,1,1,1,0.7836929764102921,1
12,0,0,0.0,0.5,0,1,1,1,1,0,1,1,0.4525896378979004,0
0,0,0,0.0,12.18139568913905,1,1,1,1,1,1,0,1,0.5695061497472352,0
19,0,0,0.0,24.32987077730866,0,1,1,1,1,1,1,0,0.5503983111925945,0
14,0,0,0.0,5.663876749973188,0,1,1,1,1,1,1,1,0.5393273287356648,0
13,0,0,0.0,39.414660678839056,1,1,1,1,1,1,1,1,0.5289514441195939,0
7,0,0,0.0,86.25931265680629,0,0,1,1,1,1,1,1,0.5406892077818847,0
9,1,1,5.262328550741555,11.953065555639443,0,0,1,0,1,1,1,1,0.8642235380803109,1
8,0,0,0.0,11.365001110504508,0,0,1,0,0,1,1,1,0.5565760553991975,0
16,1,1,5.559778057106993,15.971396269449393,0,1,1,0,0,0,1,1,0.8882973001819421,1
8,0,0,0.0,12.53237534824379,0,1,1,1,0,0,0,1,0.4721762888210649,0
2,0,0,0.0,2.6234449676451956,0,1,1,1,1,0,0,0,0.5732895836445437,0
10,1,1,5.01595238180967,4.743463644033767,0,1,1,1,1,1,0,0,0.8900518943263,1
11,0,0,0.0,3.3807304669187896,0,1,1,1,1,1,1,0,0.5385570627724323,0
9,0,0,0.0,1.1228807952408943,1,0,1,1,1,1,1,1,0.5900796410567111,0
16,1,1,5.041530223878041,2.269132284715246,1,0,1,0,1,1,1,1,0.9784658021884626,1
16,0,0,0.0,53.80959213981709,0,0,1,0,0,1,1,1,0.6121602982749963,0
10,0,0,0.0,12.144550087453053,0,0,1,0,0,0,1,1,0.6989223767704811,1
21,0,0,0.0,2.018466363002654,1,0,1,0,0,0,0,1,0.6812217612555463,1
3,0,0,0.0,18.729075021006434,0,1,1,0,0,0,0,0,0.5047603495278675,0
6,0,0,0.0,9.7165256193096,0,1,1,1,0,0,0,0,0.4973063579611389,0
20,0,0,0.0,3.817021200362048,0,0,1,1,1,0,0,0,0.6033566638558864,0
13,0,0,0.0,43.12141390714124,0,0,1,0,1,1,0,0,0.6171657687590855,0
6,1,1,2.8527369690270943,3.8145442506846234,0,0,1,0,0,1,1,0,0.8967321783874588,1
23,0,0,0.0,1.5402910220417056,0,0,1,0,0,0,1,1,0.6674230426652282,1
7,0,0,0.0,3.45578528563309,0,0,1,0,0,0,0,1,0.6693311294421345,1
0,0,0,0.0,36.444065764831095,0,0,1,0,0,0,0,0,0.6370512881335517,0
23,0,0,0.0,29.257369004413338,1,0,1,0,0,0,0,0,0.7101832345007928,1
21,1,1,5.700361005304757,33.710750505840615,1,0,1,0,0,0,0,0,0.9793783035892805,1
3,0,0,0.0,37.18606266606656,0,0,1,0,0,0,0,0,0.5796284639327367,0
11,1,1,4.291993486996848,1.209996959973048,0,1,1,0,0,0,0,0,0.8243105447571125,1
23,0,0,0.0,18.637175061263783,0,1,1,1,0,0,0,0,0.5538482675839856,0
2,0,0,0.0,16.382948855401597,1,1,1,1,1,0,0,0,0.5990572136139026,0
12,0,0,0.0,74.23261995065042,0,1,1,1,1,1,0,0,0.5379697602335872,0
19,0,0,0.0,18.81185500668,0,2,0,1,1,1,1,0,0.36304294745677,0
5,0,0,0.0,23.555523430348234,0,1,1,2,1,1,1,1,0.4602381619574305,0
10,0,0,0.0,18.828279857942753,0,1,1,1,2,1,1,1,0.5098707419404438,0
22,0,0,0.0,14.536743303311617,1,1,1,1,1,2,1,1,0.44150872013095044,0
3,0,0,0.0,12.078736199770473,1,1,1,1,1,1,2,1,0.5793705604236414,0
19,0,0,0.0,52.23306677277235,0,0,1,1,1,1,1,2,0.6487250672449867,0
15,0,0,0.0,41.31346718106995,0,0,1,0,1,1,1,1,0.6138628814289416,0
6,0,0,0.0,8.639802784808515,0,0,1,0,0,1,1,1,0.6650362956778428,1
21,0,1,25.0,5.014350664860664,0,0,1,0,0,0,1,1,0.9117514094609109,1
10,0,0,0.0,10.671786349064847,1,1,1,0,0,0,0,1,0.5234995921447101,0
23,0,0,0.0,20.563083766098867,0,1,1,1,0,0,0,0,0.5469407511828195,0
0,0,0,0.0,7.686096078247945,0,2,0,1,1,0,0,0,0.3207379628679121,0
6,0,0,0.0,11.557907424265974,0,1,1,2,1,1,0,0,0.5376979121990619,0
11,0,0,0.0,5.322419264187112,0,0,1,1,2,1,1,0,0.5799663306479506,0
6,1,1,4.347390167561461,8.371493739683995,0,1,1,0,1,2,1,1,0.8977178779841697,1
22,0,0,0.0,47.301729158804555,1,1,1,1,0,1,2,1,0.5272973821716658,0
6,0,0,0.0,3.628367340578502,0,1,1,1,1,0,1,2,0.5106807927783078,0
9,1,1,3.545675614279647,67.29006434055646,0,0,1,1,1,1,0,1,0.8703340472917074,1
15,1,1,6.457270473793691,3.641393209477454,0,0,1,0,1,1,1,0,0.9321278669104063,1
7,0,0,0.0,5.768093332439778,0,0,1,0,0,1,1,1,0.6310429659258738,0
8,1,1,3.536327583714,1.3680017734592875,0,0,1,0,0,0,1,1,1.0,1
8,1,1,4.764256159028533,20.92067464386778,0,0,1,0,0,0,0,1,0.9854736987842978,1
1,0,0,0.0,0.5,0,0,1,0,0,0,0,0,0.6566384190667421,1
12,1,1,6.110911813079912,23.256282434442767,0,1,1,0,0,0,0,0,0.8822569111595401,1
12,1,1,2.1017598051892565,12.910473492164297,0,0,1,1,0,0,0,0,1.0,1
22,0,0,0.0,20.720624851590927,0,0,1,0,1,0,0,0,0.6964179872452844,1
22,0,0,0.0,22.926198203967786,0,0,1,0,0,1,0,0,0.6759918809011825,1
3,0,0,0.0,1.99238458238477,0,1,1,0,0,0,1,0,0.5707522359513627,0
23,0,0,0.0,0.5,0,2,0,1,0,0,0,1,0.4470883450170209,0
11,0,0,0.0,2.772667725177052,0,2,0,2,1,0,0,0,0.4456523118529115,0
16,1,1,3.940709084009115,7.269269620088194,0,2,0,2,2,1,0,0,0.4874279547988951,0
1,1,1,3.4347679236429536,1.142146995147366,0,2,0,2,2,2,1,0,0.5336193341485931,0
12,0,0,0.0,9.152496933040183,0,2,0,2,2,2,2,1,0.39705306992886596,0
17,0,0,0.0,5.033966123458786,0,3,0,2,2,2,2,2,0.24092229927717976,0
14,0,0,0.0,6.784459159503674,0,3,0,3,2,2,2,2,0.2221687024719146,0
7,0,0,0.0,42.29329708022626,0,3,0,3,3,2,2,2,0.27701593712451156,0
14,0,0,0.0,19.325036579549316,1,4,0,3,3,3,2,2,0.035010461217574326,0
0,0,0,0.0,16.10118676220447,0,4,0,4,3,3,3,2,0.06830257665075365,0
19,0,0,0.0,15.900909787259137,0,4,0,4,4,3,3,3,0.004986637675744032,0
9,0,0,0.0,12.158062851260164,0,3,0,4,4,4,3,3,0.23540772313427688,0
11,0,0,0.0,10.79176474793421,0,3,0,3,4,4,4,3,0.16445679773615504,0
4,0,0,0.0,32.07546468576258,0,3,0,3,3,4,4,4,0.24022329851397023,0
8,0,0,0.0,1.169454380840248,0,4,0,3,3,3,4,4,0.06573890479787936,0
22,0,0,0.0,5.106119795574389,0,4,0,4,3,3,3,4,0.00641452969855999,0
7,1,1,2.9949926404180753,1.649351561471018,0,4,0,4,4,3,3,3,0.22842865906285728,0
15,0,0,0.0,0.5,0,4,0,4,4,4,3,3,0.15413250075949517,0
13,0,0,0.0,0.5,0,4,0,4,4,4,4,3,0.1010557945288943,0
12,0,0,0.0,0.5,1,4,0,4,4,4,4,4,0.05714628966042772,0
22,0,0,0.0,17.173182689038782,0,3,0,4,4,4,4,4,0.15649575889154424,0
20,1,1,6.004189052357639,1.7717047298491073,1,3,0,3,4,4,4,4,0.32903602133365417,0
12,0,0,0.0,3.3923917190401265,0,3,0,3,3,4,4,4,0.1436431146581291,0
4,0,0,0.0,8.144656481389719,0,3,0,3,3,3,4,4,0.19568049302592147,0
15,0,0,0.0,4.705263346551625,1,3,0,3,3,3,3,4,0.11387328266808801,0
10,0,0,0.0,25.449273376404513,0,3,0,3,3,3,3,3,0.20317780440729605,0
21,1,1,3.979940074018735,14.650729376237916,0,4,0,3,3,3,3,3,0.2573907168002826,0
4,0,0,0.0,6.081420231905885,0,4,0,4,3,3,3,3,0.07946575269512819,0
12,1,1,5.62507497598477,5.736111211473936,0,4,0,4,4,3,3,3,0.2133790143716673,0
10,0,0,0.0,17.265664509777086,0,4,0,4,4,4,3,3,0.08608354139146422,0
18,0,0,0.0,2.8070564294698515,0,3,0,4,4,4,4,3,0.2359243526712405,0
2,0,1,25.0,4.938933886805817,0,3,0,3,4,4,4,4,0.25654991446378156,0
14,0,0,0.0,6.5411942802222685,0,3,0,3,3,4,4,4,0.18797423004576316,0
6,1,1,4.295132703009605,9.09479385830039,0,4,0,3,3,3,4,4,0.2683437236318125,0
6,1,1,5.572224407970643,3.170667266375136,0,4,0,4,3,3,3,4,0.33421240966814186,0
5,0,0,0.0,2.56597129132444,0,4,0,4,4,3,3,3,0.012996047203358521,0
2,0,0,0.0,69.0177957527713,0,4,0,4,4,4,3,3,0.08291278398229812,0
12,0,0,0.0,36.66188850859107,1,4,0,4,4,4,4,3,0.10816634908809779,0
6,0,0,0.0,11.123035518723919,0,4,0,4,4,4,4,4,0.09214357582132864,0
4,0,0,0.0,21.75771405975744,1,4,0,4,4,4,4,4,0.01819705409445809,0
22,0,0,0.0,16.813042188621264,0,4,0,4,4,4,4,4,0.007396702446918507,0
17,0,0,0.0,1.1712771850605201,0,4,0,4,4,4,4,4,0.05584666405008071,0
21,0,0,0.0,10.943976126197278,0,4,0,4,4,4,4,4,0.09547478527961527,0
7,1,1,4.705380815536789,3.048632583262359,1,4,0,4,4,4,4,4,0.1264757177961739,0
16,1,1,2.7446007334713824,13.158153114018294,0,4,0,4,4,4,4,4,0.1598546366740085,0
19,0,0,0.0,0.9567457285071584,0,4,0,4,4,4,4,4,0.07002657823481295,0
0,0,0,0.0,2.6673329711149814,0,3,0,4,4,4,4,4,0.1580358646731335,0
13,1,1,3.6826133788151383,22.829501834473763,0,3,0,3,4,4,4,4,0.38927469984687885,0
16,1,1,5.402391739861046,27.796297425736565,1,3,0,3,3,4,4,4,0.4773441321779533,0
9,1,1,4.82631258345806,35.701812910135295,0,2,0,3,3,3,4,4,0.5343753894346479,0
11,0,0,0.0,34.055623916196986,0,3,0,2,3,3,3,4,0.1963815501980485,0
15,1,1,5.133755146748463,35.63200658470905,0,4,0,3,2,3,3,3,0.24437011515033782,0
13,0,0,0.0,1.492482424181251,0,4,0,4,3,2,3,3,0.03214313688136741,0
15,1,1,3.9309534961200385,16.159602096936265,0,4,0,4,4,3,2,3,0.2806016266758894,0
7,1,1,3.7551024335971084,18.112372445213573,0,3,0,4,4,4,3,2,0.25705006038431943,0
22,1,1,4.169272040722987,4.683618633853849,1,3,0,3,4,4,4,3,0.3331829698210836,0
9,0,0,0.0,74.28002443570067,0,3,0,3,3,4,4,4,0.184663100901128,0
16,1,1,3.14408976974996,5.049483095446039,1,4,0,3,3,3,4,4,0.3371050047873889,0
17,0,0,0.0,12.831036008911491,0,4,0,4,3,3,3,4,0.08998014902382095,0
19,0,0,0.0,30.877584214913764,0,4,0,4,4,3,3,3,0.03929135842421743,0
15,1,1,3.9178547470087164,5.120169706885463,0,4,0,4,4,4,3,3,0.270423791750753,0
16,0,0,0.0,13.990315947105202,0,4,0,4,4,4,4,3,0.06893339709318105,0
15,0,0,0.0,19.095271264208726,0,4,0,4,4,4,4,4,0.09949655491901042,0
18,1,1,6.0032747399787985,14.781020450624162,0,4,0,4,4,4,4,4,0.3067152819630021,0
23,0,0,0.0,7.812253349813149,1,4,0,4,4,4,4,4,0.03589371024348952,0
23,0,0,0.0,43.43962994558206,1,4,0,4,4,4,4,4,0.08228907203881619,0
7,0,0,0.0,14.213236856002442,0,4,0,4,4,4,4,4,0.15391723034522056,0
5,0,0,0.0,3.811006542796359,0,4,0,4,4,4,4,4,0.13442022186305513,0
5,0,0,0.0,24.608453365636322,0,3,0,4,4,4,4,4,0.11213445323431911,0
20,1,1,4.12957374544786,16.00140152106305,0,3,0,3,4,4,4,4,0.2647940162587583,0
8,0,0,0.0,1.7398387111219153,0,3,0,3,3,4,4,4,0.2187895687270799,0
3,0,0,0.0,4.8889048948528915,0,3,0,3,3,3,4,4,0.15853105410443039,0
11,0,0,0.0,2.5820873256947254,0,3,0,3,3,3,3,4,0.2620355290844337,0
11,1,1,2.4987901775765033,1.1317359969631433,0,3,0,3,3,3,3,3,0.28966175255204946,0
22,0,0,0.0,3.924363248174643,0,3,0,3,3,3,3,3,0.16395742516162237,0
16,0,0,0.0,4.888825781405948,0,3,0,3,3,3,3,3,0.18905011541942818,0
14,0,0,0.0,9.425150715030146,0,4,0,3,3,3,3,3,0.051867095186480354,0
8,1,1,3.6007242039085603,52.23432257510944,0,3,0,4,3,3,3,3,0.30697329991362365,0
6,0,0,0.0,43.04145995764751,0,3,0,3,4,3,3,3,0.15823182955629625,0
9,0,0,0.0,21.01705082902411,0,3,0,3,3,4,3,3,0.23495906266247177,0
15,0,1,25.0,15.598562210521495,0,2,0,3,3,3,4,3,0.3999409800828316,0
11,1,1,3.092244134024405,44.13932021392286,0,3,0,2,3,3,3,4,0.3900809213007744,0
6,0,0,0.0,2.305087959493622,0,4,0,3,2,3,3,3,0.2294694040381127,0
17,0,0,0.0,6.014565213406962,0,4,0,4,3,2,3,3,0.16566257025567105,0
14,0,0,0.0,12.088934117714153,0,4,0,4,4,3,2,3,0.11548962352619198,0
5,0,0,0.0,25.224821054712876,0,4,0,4,4,4,3,2,0.007137813835735335,0
11,0,0,0.0,14.663982552323061,0,3,0,4,4,4,4,3,0.1406856141898897,0
10,1,1,3.5008101104300784,24.8219580835809,0,2,0,3,4,4,4,4,0.4694717534435464,0
19,1,1,4.695427592587014,2.492147980032152,0,3,0,2,3,4,4,4,0.3372283500826578,0
2,0,0,0.0,3.211546483129291,0,3,0,3,2,3,4,4,0.1486993068719411,0
1,0,0,0.0,20.238749501810116,0,3,0,3,3,2,3,4,0.29083780669207737,0
5,0,0,0.0,6.42292215063597,0,3,0,3,3,3,2,3,0.1484974052381435,0
23,1,1,1.8461186136388097,8.593026050947362,0,3,0,3,3,3,3,2,0.360541384354313,0
21,1,1,4.05145747276608,23.529085412849373,0,2,0,3,3,3,3,3,0.446356841048596,0
4,0,0,0.0,1.0891446029521952,0,2,0,2,3,3,3,3,0.25716098424685985,0
